Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,OMOP concept_name,domain_id,vocabulary_id,standard_concept,concept_code,concept_id
hsheparoledays,utilization_of_health_serviceshealth_economics,,text,"During the past 6 months, how many days have you been on parole?",,,number,,,,,,,,,,"C0362060, C1511536, C0679922",,,,,,
hsheprobationdays,utilization_of_health_serviceshealth_economics,,text,"During the past 6 months, how many days have you been on probation? ",,,number,,,,,,,,,,"C0362060, C1511536, C0679922",,,,,,
aimapproval,acceptability_intervention_appropriateness_and_fea,Acceptability of Intervention Measure (AIM),radio,(INSERT INTERVENTION) meets my approval.,"1, Completely Disagree | 2, Disagree | 3, Neither agree nor disagree | 4, Agree | 5, Completely Agree",,,,,,,,,,aimques,,"C0814633, C4704785",,,,,,
aimappealing,acceptability_intervention_appropriateness_and_fea,,radio,(INSERT INTERVENTION) is appealing to me.,"1, Completely Disagree | 2, Disagree | 3, Neither agree nor disagree | 4, Agree | 5, Completely Agree",,,,,,,,,,aimques,,"C0814633, C4704785",,,,,,
aimlike,acceptability_intervention_appropriateness_and_fea,,radio,I like (INSERT INTERVENTION).,"1, Completely Disagree | 2, Disagree | 3, Neither agree nor disagree | 4, Agree | 5, Completely Agree",,,,,,,,,,aimques,,"C0814633, C4704785",,,,,,
aimwelcome,acceptability_intervention_appropriateness_and_fea,,radio,I welcome (INSERT INTERVENTION).,"1, Completely Disagree | 2, Disagree | 3, Neither agree nor disagree | 4, Agree | 5, Completely Agree",,,,,,,,,,aimques,,"C0814633, C4704785",,,,,,
iamfitting,acceptability_intervention_appropriateness_and_fea,Intervention Appropriateness Measure (IAM),radio,1. (INSERT INTERVENTION) seems fitting.,"1, Completely Disagree | 2, Disagree | 3, Neither agree nor disagree | 4, Agree | 5, Completely Agree",,,,,,,,,,iamquest,,"C0814634, C4704785",,,,,,
iamsuitable,acceptability_intervention_appropriateness_and_fea,,radio,2. (INSERT INTERVENTION) seems suitable.,"1, Completely Disagree | 2, Disagree | 3, Neither agree nor disagree | 4, Agree | 5, Completely Agree",,,,,,,,,,iamquest,,"C0814634, C4704785",,,,,,
iamapplicable,acceptability_intervention_appropriateness_and_fea,,radio,3. (INSERT INTERVENTION) seems applicable.,"1, Completely Disagree | 2, Disagree | 3, Neither agree nor disagree | 4, Agree | 5, Completely Agree",,,,,,,,,,iamquest,,"C0814634, C4704785",,,,,,
iammatch,acceptability_intervention_appropriateness_and_fea,,radio,4. (INSERT INTERVENTION) seems like a good match.,"1, Completely Disagree | 2, Disagree | 3, Neither agree nor disagree | 4, Agree | 5, Completely Agree",,,,,,,,,,iamquest,,"C0814634, C4704785",,,,,,
fimimplementable,acceptability_intervention_appropriateness_and_fea,Feasibility of Intervention Measure (FIM) ,radio,(INSERT INTERVENTION) seems implementable.,"1, Completely Disagree | 2, Disagree | 3, Neither agree nor disagree | 4, Agree | 5, Completely Agree",,,,,,,,,,fimques,,"C5235660, C4704785",,,,,,
fimplausible,acceptability_intervention_appropriateness_and_fea,,radio,(INSERT INTERVENTION) seems possible.,"1, Completely Disagree | 2, Disagree | 3, Neither agree nor disagree | 4, Agree | 5, Completely Agree",,,,,,,,,,fimques,,"C5235660, C4704785",,,,,,
fimdoable,acceptability_intervention_appropriateness_and_fea,,radio,(INSERT INTERVENTION) seems doable.,"1, Completely Disagree | 2, Disagree | 3, Neither agree nor disagree | 4, Agree | 5, Completely Agree",,,,,,,,,,fimques,,"C5235660, C4704785",,,,,,
fimeasy,acceptability_intervention_appropriateness_and_fea,,radio,(INSERT INTERVENTION) seems easy to use.,"1, Completely Disagree | 2, Disagree | 3, Neither agree nor disagree | 4, Agree | 5, Completely Agree",,,,,,,,,,fimques,,"C5235660, C4704785",,,,,,
aimscore,acceptability_intervention_appropriateness_and_fea,,calc,Acceptability of Intervention score,"mean([aimapproval], [aimappealing], [aimlike], [aimwelcome])",,,,,,,,,,,," @HIDDEN, C0814633, C4704785",,,,,,
iamscore,acceptability_intervention_appropriateness_and_fea,,calc,Intervention Appropriateness score,"mean([iamfitting], [iamsuitable], [iamapplicable], [iammatch])",,,,,,,,,,,," @HIDDEN, C0814634, C4704785",,,,,,
fimscore,acceptability_intervention_appropriateness_and_fea,,calc,Feasibility of Intervention score,"mean([fimimplementable], [fimplausible], [fimdoable], [fimeasy])",,,,,,,,,,,," @HIDDEN, C5235660, C4704785",,,,,,
sdmunderstand,collaborate_shared_decision_making_survey,Please reflect on your health care encounters regarding treatment for chronic pain and OUD and complete the following items:,radio,How much effort was made to help you understand your health issues?,"1, No effort was made | 2, A little effort was made | 3, Some effort was made | 4, A lot effort was made | 5, Every effort was made",,,,,,,,,,colsurvey,,"C3179495, C4704785",,,,,,
sdmlisten,collaborate_shared_decision_making_survey,,radio,How much effort was made to listen to the things that matter most to you about your health issues?,"1, No effort was made | 2, A little effort was made | 3, Some effort was made | 4, A lot effort was made | 5, Every effort was made",,,,,,,,,,colsurvey,,"C3179495, C4704785",,,,,,
sdminclude,collaborate_shared_decision_making_survey,,radio,How much effort was made to include what matters most to you in choosing what to do next?,"1, No effort was made | 2, A little effort was made | 3, Some effort was made | 4, A lot effort was made | 5, Every effort was made",,,,,,,,,,colsurvey,,"C3179495, C4704785",,,,,,
sdmscore,collaborate_shared_decision_making_survey,,calc,Overall score for the IMPOWR Shared Decision Making assessment,"mean([sdmunderstand], [sdmlisten], [sdminclude])",,,,,,,,,,,," @HIDDEN, C3179495, C4704785",,,,,,
roc_orgbenefit,readiness_for_organizational_change_roc,How strongly do you agree or disagree with each of the following statements? Please respond to the statements in the context of providing a treatment for opioid use disorder and chronic pain.,radio,I think that the organization will benefit from this change.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_notsense,readiness_for_organizational_change_roc,,radio,It doesn't make much sense for us to initiate this change.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_legitimate,readiness_for_organizational_change_roc,,radio,There are legitimate reasons for us to make this change.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_efficiency,readiness_for_organizational_change_roc,,radio,This change will improve our organization's overall efficiency.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_rational,readiness_for_organizational_change_roc,,radio,There are a number of rational reasons for this change to be made.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_worthwhile,readiness_for_organizational_change_roc,,radio,"In the long run, I feel it will be worthwhile for me if the organization adopts this change.","1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_easier,readiness_for_organizational_change_roc,,radio,This change makes my job easier.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_notgain,readiness_for_organizational_change_roc,,radio,"When this change is implemented, I don't believe there is anything for me to gain.","1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_timeelse,readiness_for_organizational_change_roc,,radio,The time we are spending on this change should be spent on something else.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_orgpriorities,readiness_for_organizational_change_roc,,radio,This change matches the priorities of our organization.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_leaderencourage,readiness_for_organizational_change_roc,,radio,Our senior leaders have encouraged all of us to embrace this change,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_dmsupport,readiness_for_organizational_change_roc,,radio,Our organization's top decision makers have put all their support behind this change effort.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_srmgrsupport,readiness_for_organizational_change_roc,,radio,Every senior manager has stressed the importance of this change.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_srcommitted,readiness_for_organizational_change_roc,,radio,This organization's most senior leader is committed to this change.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_mgrdonotwant,readiness_for_organizational_change_roc,,radio,I think we are spending a lot of time on this change when the senior managers don't even want it implemented.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_signal,readiness_for_organizational_change_roc,,radio,Management has sent a clear signal this organization is going to change.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_noproblem,readiness_for_organizational_change_roc,,radio,I do not anticipate any problems adjusting to the work I will have when this change is adopted.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_tasks,readiness_for_organizational_change_roc,,radio,There are some tasks that will be required when we change that I don't think I can do well.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_handle,readiness_for_organizational_change_roc,,radio,"When we implement this change, I feel I can handle it with ease.","1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_skills,readiness_for_organizational_change_roc,,radio,I have the skills that are needed to make this change work.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_learn,readiness_for_organizational_change_roc,,radio,"When I set my mind to it, I can learn everything that will be required when this change is adopted.","1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_confident,readiness_for_organizational_change_roc,,radio,My past experiences make me confident that I will be able to perform successfully after this change is made.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_status,readiness_for_organizational_change_roc,,radio,I am worried I will lose some of my status in the organization when this change is implemented.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_personal,readiness_for_organizational_change_roc,,radio,This change will disrupt many of the personal relationships I have developed,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_future,readiness_for_organizational_change_roc,,radio,My future in this job will be limited because of this change.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Uncertain | 5, Somewhat Agree | 6, Agree | 7, Strongly Agree",,,,,,,,,,roc_matrix,,"C4704785, C5420604",,,,,,
roc_appropriateness,readiness_for_organizational_change_roc,,calc,Appropriateness Score,"mean(if([roc_notsense]=1, 7, ""nan""), if([roc_notsense]=2, 6, ""nan""), if([roc_notsense]=3, 5, ""nan""), if([roc_notsense]=4, 4, ""nan""), if([roc_notsense]=5, 3, ""nan""), if([roc_notsense]=6, 2, ""nan""), if([roc_notsense]=7, 1, ""nan""), if([roc_notgain]= 1, 7, ""nan""), if([roc_notgain]=2, 6, ""nan""), if([roc_notgain]=3, 5, ""nan""), if([roc_notgain]=4, 4, ""nan""), if([roc_notgain]=5, 3, ""nan""), if([roc_notgain]=6, 2, ""nan""),  if([roc_notgain]=7, 1, ""nan""), if([roc_timeelse]= 1, 7, ""nan""), if([roc_timeelse]=2, 6, ""nan""), if([roc_timeelse]=3, 5, ""nan""), if([roc_timeelse]=4, 4, ""nan""), if([roc_timeelse]=5, 3, ""nan""), if([roc_timeelse]=6, 2, ""nan""), if([roc_timeelse]=7, 1, ""nan""), [roc_orgbenefit], [roc_legitimate], [roc_efficiency], [roc_rational], [roc_worthwhile], [roc_easier], [roc_orgpriorities])",,,,,,,,,,,," @HIDDEN, C4704785, C5420604",,,,,,
roc_managementsuppt,readiness_for_organizational_change_roc,,calc,Management Support,"mean(if([roc_mgrdonotwant]= 1, 7, ""nan""), if([roc_mgrdonotwant]=2, 6, ""nan""), if([roc_mgrdonotwant]=3, 5, ""nan""), if([roc_mgrdonotwant]=4, 4, ""nan""), if([roc_mgrdonotwant]=5, 3, ""nan""), if([roc_mgrdonotwant]=6, 2, ""nan""), if([roc_mgrdonotwant]=7, 1, ""nan""), [roc_leaderencourage], [roc_dmsupport], [roc_srmgrsupport], [roc_srcommitted], [roc_signal])",,,,,,,,,,,," @HIDDEN, C4704785, C5420604",,,,,,
roc_changeefficacy,readiness_for_organizational_change_roc,,calc,Change Efficacy,"mean(if([roc_tasks]= 1, 7, ""nan""), if([roc_tasks]=2, 6, ""nan""), if([roc_tasks]=3, 5, ""nan""), if([roc_tasks]=4, 4, ""nan""), if([roc_tasks]=5, 3, ""nan""), if([roc_tasks]=6, 2, ""nan""), if([roc_tasks]=7, 1, ""nan""), [roc_noproblem], [roc_handle], [roc_skills], [roc_learn], [roc_confident])",,,,,,,,,,,," @HIDDEN, C4704785, C5420604",,,,,,
roc_personalbenefit,readiness_for_organizational_change_roc,,calc,Personally Beneficial,"mean(if([roc_status]=1, 7, ""nan""), if([roc_status]=2, 6, ""nan""), if([roc_status]=3, 5, ""nan""), if([roc_status]=4, 4, ""nan""), if([roc_status]=5, 3, ""nan""), if([roc_status]=6, 2, ""nan""), if([roc_status]=7, 1, ""nan""), if([roc_personal]=1, 7, ""nan""), if([roc_personal]=2, 6, ""nan""), if([roc_personal]=3, 5, ""nan""), if([roc_personal]=4, 4, ""nan""), if([roc_personal]=5, 3, ""nan""), if([roc_personal]=6, 2, ""nan""), if([roc_personal]=7, 1, ""nan""), if([roc_future]=1, 7, ""nan""), if([roc_future]=2, 6, ""nan""), if([roc_future]=3, 5, ""nan""), if([roc_future]=4, 4, ""nan""), if([roc_future]=5, 3, ""nan""), if([roc_future]=6, 2, ""nan""), if([roc_future]=7, 1, ""nan""))",,,,,,,,,,,," @HIDDEN, C4704785, C5420604",,,,,,
roc_overall,readiness_for_organizational_change_roc,,calc,Overall score,"mean(if([roc_status]=1, 7, ""nan""), if([roc_status]=2, 6, ""nan""), if([roc_status]=3, 5, ""nan""), if([roc_status]=4, 4, ""nan""), if([roc_status]=5, 3, ""nan""), if([roc_status]=6, 2, ""nan""), if([roc_status]=7, 1, ""nan""), if([roc_tasks]= 1, 7, ""nan""), if([roc_tasks]=2, 6, ""nan""), if([roc_tasks]=3, 5, ""nan""), if([roc_tasks]=4, 4, ""nan""), if([roc_tasks]=5, 3, ""nan""), if([roc_tasks]=6, 2, ""nan""), if([roc_tasks]=7, 1, ""nan""), if([roc_mgrdonotwant]= 1, 7, ""nan""), if([roc_mgrdonotwant]=2, 6, ""nan""), if([roc_mgrdonotwant]=3, 5, ""nan""), if([roc_mgrdonotwant]=4, 4, ""nan""), if([roc_mgrdonotwant]=5, 3, ""nan""), if([roc_mgrdonotwant]=6, 2, ""nan""), if([roc_mgrdonotwant]=7, 1, ""nan""), if([roc_timeelse]= 1, 7, ""nan""), if([roc_timeelse]=2, 6, ""nan""), if([roc_timeelse]=3, 5, ""nan""), if([roc_timeelse]=4, 4, ""nan""), if([roc_timeelse]=5, 3, ""nan""), if([roc_timeelse]=6, 2, ""nan""), if([roc_timeelse]=7, 1, ""nan""), if([roc_notgain]= 1, 7, ""nan""), if([roc_notgain]=2, 6, ""nan""), if([roc_notgain]=3, 5, ""nan""), if([roc_notgain]=4, 4, ""nan""), if([roc_notgain]=5, 3, ""nan""), if([roc_notgain]=6, 2, ""nan""),  if([roc_notgain]=7, 1, ""nan""))",,,,,,,,,,,," @HIDDEN, C4704785, C5420604",,,,,,
impowroptdemdayswork,supdemographics,,text,"During the last 90 days (since your last assessment), on how many days have you worked?",,,number,,,,,,,,,,"C0043227, C0011292",,,,,,
impowroptdemdaysperwk,supdemographics, ,radio,How many days per week do you typically work?,"1, I don't typically work at all|2, 1 day a week|3, 2 days a week|4, 3 days a week|5, 4 days a week|6, 5 days a week|7, 6 days a week|8, I typically work every day of the week",,,,,,[impowroptdemdayswork] > 0,,,,,,"C0011292, C0043227",,,,,,
impowroptdemusualhrperwk,supdemographics,,text,How many hours per week do you usually work?,,,number,,,,[impowroptdemdayswork] > 0,,,,,,"C0011292, C0043227",,,,,,
impowroptdemhrlywage,supdemographics,,text,Approximately how much do you make per hour?,,,number,,,,[impowroptdemdayswork] > 0,,,,,,"C0011292, C0043227",,,,,,
dem_benefits,supdemographics,,checkbox,Do any of the places that you work offer you the following benefits? (MARK ALL THAT APPLY),"1, Health Insurance | 2, Paid time off | 3, Defined benefit plan or pension | 4, An arrangement such as a 401(k) or 403(b) plan, under which your employer contributes money towards your retirement every pay period | 5, None of the above",Select all that apply,,,,,,,,,,,"C0011292, C0043227, @NONEOFTHEABOVE=5",,,,,,
impowroptdemhlthinsur,supdemographics,,calc,Health Insurance ,"if([dem_benefits(1)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227",,,,,,
impowroptdempdtimeoff,supdemographics,,calc,Paid Time Off,"if([dem_benefits(2)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227",,,,,,
impowroptdempension,supdemographics,,calc,Defined benefit plan or pension,"if([dem_benefits(3)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227",,,,,,
impowroptdem401k,supdemographics,,calc,401(k) or 403(b) Plan,"if([dem_benefits(4)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227",,,,,,
impowroptdemnone,supdemographics,,calc,No Benefits ,"if([dem_benefits(5)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227",,,,,,
impowroptdemoccup,supdemographics,,text,What is your occupation?,,,,,,,,,,,,,"C0011292, C0043227",,,,,,
impowroptdemhlthinsurance,supdemographics,,yesno,Are you currently covered by health insurance or some other kind of health care plan?,,,,,,,,,,,,,"C0011292, C0043227, C0021682",,,,,,
insurance_type,supdemographics,,checkbox,"<p>What kind of health insurance or health care coverage (did/do) you have? Include those that pay for only one type of service (such as nursing home care, accidents, or dental care). Exclude private plans that only provide extra cash while hospitalized. If you have more than one kind of health insurance, tell me all plans that you have. 

[MARK ALL THAT APPLY]</p>","1, Private health insurance | 2, Medicare | 3, Medigap | 4, Medicaid/Medicaid managed care plans | 5, SCHIP (CHIP/Children's Health Insurance Program) | 6, Military Health Care (Tricare/VA/CHAMP-VA) | 7, Indian Health Service | 8, State-Sponsored Health Plan/Affordable Care Act | 9, Other government program | 10, Single service plan (e.g., dental, vision, prescriptions) | 11, Other | 12, Don't Know",Select all that apply,,,,,,,,,,,"C0011292, C0043227, C0021682",,,,,,
impowroptdeminstype_1,supdemographics,,calc,Private health insurance,"if([insurance_type(1)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227, C0021682",,,,,,
impowroptdeminstype_2,supdemographics,,calc,Medicare,"if([insurance_type(2)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227, C0021682",,,,,,
impowroptdeminstype_3,supdemographics,,calc,Medigap,"if([insurance_type(3)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227, C0021682",,,,,,
impowroptdeminstype_4,supdemographics,,calc,Medicaid/Medicaid managed care plans,"if([insurance_type(4)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227, C0021682",,,,,,
impowroptdeminstype_5,supdemographics,,calc,SCHIP (CHIP/Children's Health Insurance Program),"if([insurance_type(5)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227, C0021682",,,,,,
impowroptdeminstype_6,supdemographics,,calc,Military Health Care (Tricare/VA/CHAMP-VA),"if([insurance_type(6)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227, C0021682",,,,,,
impowroptdeminstype_7,supdemographics,,calc,Indian Health Service,"if([insurance_type(7)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227, C0021682",,,,,,
impowroptdeminstype_8,supdemographics,,calc,State-Sponsored Health Plan/Affordable Care Act,"if([insurance_type(8)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227, C0021682",,,,,,
impowroptdeminstype_9,supdemographics,,calc,Other government program,"if([insurance_type(9)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227, C0021682",,,,,,
impowroptdeminstype_10,supdemographics,,calc,"Single service plan (e.g., dental, vision, prescriptions)","if([insurance_type(10)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227, C0021682",,,,,,
impowroptdeminstype_11,supdemographics,,calc,Other,"if([insurance_type(11)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227, C0021682",,,,,,
impowroptdeminstype_12,supdemographics,,calc,Don't Know,"if([insurance_type(12)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0011292, C0043227, C0021682",,,,,,
mspssspecpersonscl,supmultidimensional_scale_of_perceived_social_supp,We are interested in how you feel about the following statements. Read each statement carefully. Indicate how you feel about each statement. ,radio,There is a special person who is around when I am in need.,"1, Very Strongly Disagree | 2, Strongly Disagree | 3, Mildly Disagree | 4, Neutral | 5, Mildly Agree | 6, Strongly Agree | 7, Very Strongly Agree",,,,,,,,,,mpsss_full,,"C0034380, C5392952, C0037438",,,,,,
mspssspecjoysorrowscl,supmultidimensional_scale_of_perceived_social_supp,,radio,There is a special person with whom I can share joys and sorrows.,"1, Very Strongly Disagree | 2, Strongly Disagree | 3, Mildly Disagree | 4, Neutral | 5, Mildly Agree | 6, Strongly Agree | 7, Very Strongly Agree",,,,,,,,,,mpsss_full,,"C0034380, C5392952, C0037438",,,,,,
mspssfamilyhelpsscl,supmultidimensional_scale_of_perceived_social_supp,,radio,My family really tries to help me.,"1, Very Strongly Disagree | 2, Strongly Disagree | 3, Mildly Disagree | 4, Neutral | 5, Mildly Agree | 6, Strongly Agree | 7, Very Strongly Agree",,,,,,,,,,mpsss_full,,"C0034380, C5392952, C0037438",,,,,,
mspssfamemotsuptscl,supmultidimensional_scale_of_perceived_social_supp,,radio,I get the emotional help  and support I need from my family.,"1, Very Strongly Disagree | 2, Strongly Disagree | 3, Mildly Disagree | 4, Neutral | 5, Mildly Agree | 6, Strongly Agree | 7, Very Strongly Agree",,,,,,,,,,mpsss_full,,"C0034380, C5392952, C0037438",,,,,,
mspssspeccomfortscl,supmultidimensional_scale_of_perceived_social_supp,,radio,I have a special person who is a real source of comfort to me.,"1, Very Strongly Disagree | 2, Strongly Disagree | 3, Mildly Disagree | 4, Neutral | 5, Mildly Agree | 6, Strongly Agree | 7, Very Strongly Agree",,,,,,,,,,mpsss_full,,"C0034380, C5392952, C0037438",,,,,,
mspssfriendhelpscl,supmultidimensional_scale_of_perceived_social_supp,,radio,My friends really try to help me.,"1, Very Strongly Disagree | 2, Strongly Disagree | 3, Mildly Disagree | 4, Neutral | 5, Mildly Agree | 6, Strongly Agree | 7, Very Strongly Agree",,,,,,,,,,mpsss_full,,"C0034380, C5392952, C0037438",,,,,,
mspssfriendcountscl,supmultidimensional_scale_of_perceived_social_supp,,radio,I can count on my friends when things go wrong.,"1, Very Strongly Disagree | 2, Strongly Disagree | 3, Mildly Disagree | 4, Neutral | 5, Mildly Agree | 6, Strongly Agree | 7, Very Strongly Agree",,,,,,,,,,mpsss_full,,"C0034380, C5392952, C0037438",,,,,,
mspssfamtalkprobscl,supmultidimensional_scale_of_perceived_social_supp,,radio,I can talk about my problems with my family.,"1, Very Strongly Disagree | 2, Strongly Disagree | 3, Mildly Disagree | 4, Neutral | 5, Mildly Agree | 6, Strongly Agree | 7, Very Strongly Agree",,,,,,,,,,mpsss_full,,"C0034380, C5392952, C0037438",,,,,,
mspssfriendjoysorscl,supmultidimensional_scale_of_perceived_social_supp,,radio,I have friends with whom I can share my joys and sorrows.,"1, Very Strongly Disagree | 2, Strongly Disagree | 3, Mildly Disagree | 4, Neutral | 5, Mildly Agree | 6, Strongly Agree | 7, Very Strongly Agree",,,,,,,,,,mpsss_full,,"C0034380, C5392952, C0037438",,,,,,
mspssspeccarefeelscl,supmultidimensional_scale_of_perceived_social_supp,,radio,There is a special person in my life who cares about my feelings.,"1, Very Strongly Disagree | 2, Strongly Disagree | 3, Mildly Disagree | 4, Neutral | 5, Mildly Agree | 6, Strongly Agree | 7, Very Strongly Agree",,,,,,,,,,mpsss_full,,"C0034380, C5392952, C0037438",,,,,,
mspssfamdecisionscl,supmultidimensional_scale_of_perceived_social_supp,,radio,My family is willing to help me make decisions.,"1, Very Strongly Disagree | 2, Strongly Disagree | 3, Mildly Disagree | 4, Neutral | 5, Mildly Agree | 6, Strongly Agree | 7, Very Strongly Agree",,,,,,,,,,mpsss_full,,"C0034380, C5392952, C0037438",,,,,,
